EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Income,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating
917,Sales,Manager,No,Female,46,Married,College,Marketing,Travel_Rarely,Medium,5,Medium,33,18789,14,No,26,0,Very High,2,Better,Excellent
918,Sales,Sales Executive,No,Female,34,Single,Bachelor,Marketing,Travel_Rarely,High,2,Low,86,4538,12,Yes,4,0,High,3,Better,Excellent
919,Sales,Manager,No,Male,51,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,5,Medium,83,19847,24,Yes,31,11,Very High,5,Good,Outstanding
920,Research & Development,Manufacturing Director,No,Male,59,Single,Master,Medical,Travel_Rarely,High,3,Very High,67,10512,12,No,25,5,Very High,6,Good,Excellent
921,Research & Development,Laboratory Technician,No,Female,34,Divorced,Bachelor,Medical,Travel_Frequently,High,2,Medium,46,4444,13,No,15,5,High,2,Best,Excellent
922,Research & Development,Laboratory Technician,No,Male,28,Single,Master,Medical,Travel_Frequently,High,1,High,44,2154,11,Yes,5,0,Very High,2,Good,Excellent
923,Research & Development,Manager,No,Male,44,Divorced,College,Life Sciences,Travel_Rarely,Very High,5,Low,92,19190,14,No,26,14,High,4,Good,Excellent
924,Human Resources,Human Resources,No,Male,34,Married,Bachelor,Life Sciences,Travel_Frequently,Medium,2,Medium,56,4490,11,No,14,1,High,5,Best,Excellent
925,Research & Development,Research Scientist,No,Male,35,Married,Below College,Life Sciences,Travel_Rarely,High,1,High,66,3506,14,Yes,4,2,High,3,Better,Excellent
926,Research & Development,Research Scientist,No,Female,42,Married,Master,Medical,Travel_Rarely,Very High,2,Medium,78,2372,16,Yes,18,0,Medium,2,Better,Excellent
927,Sales,Sales Executive,No,Female,43,Single,Master,Marketing,Travel_Rarely,Medium,3,Very High,56,10231,14,No,23,15,Very High,3,Best,Excellent
928,Research & Development,Manufacturing Director,No,Female,36,Single,Master,Life Sciences,Travel_Rarely,High,2,Medium,53,5410,11,Yes,18,5,High,2,Better,Excellent
929,Research & Development,Healthcare Representative,Yes,Female,44,Married,Bachelor,Medical,Travel_Rarely,High,3,Very High,73,7978,11,No,10,0,Low,2,Better,Excellent
930,Research & Development,Laboratory Technician,No,Male,28,Married,Bachelor,Life Sciences,Travel_Frequently,Medium,1,Very High,52,3867,12,Yes,2,2,Very High,2,Better,Excellent
931,Research & Development,Laboratory Technician,No,Female,51,Single,College,Medical,Travel_Frequently,Medium,1,High,40,2838,14,No,8,7,Medium,6,Good,Excellent
932,Research & Development,Manufacturing Director,No,Female,30,Single,College,Medical,Non-Travel,High,2,High,72,4695,18,Yes,10,1,High,3,Better,Excellent
933,Research & Development,Laboratory Technician,Yes,Female,29,Divorced,Bachelor,Technical Degree,Travel_Rarely,High,1,High,39,3339,13,Yes,10,7,Medium,2,Better,Excellent
934,Research & Development,Research Scientist,No,Male,28,Single,Bachelor,Technical Degree,Travel_Rarely,High,1,Low,84,2080,11,No,5,1,Very High,2,Good,Excellent
935,Research & Development,Research Scientist,No,Female,25,Single,Bachelor,Medical,Travel_Rarely,High,1,Medium,40,2096,18,No,2,2,Very High,3,Good,Excellent
936,Sales,Sales Executive,No,Male,32,Married,Bachelor,Medical,Travel_Rarely,Very High,2,Very High,56,6209,15,No,10,0,High,4,Best,Excellent
937,Research & Development,Manager,No,Female,45,Single,Bachelor,Medical,Travel_Frequently,High,5,Medium,83,18061,22,No,22,0,Medium,4,Better,Outstanding
938,Research & Development,Manager,No,Female,39,Divorced,Master,Medical,Travel_Rarely,Medium,4,Medium,94,17123,13,Yes,21,15,High,4,Better,Excellent
939,Research & Development,Research Scientist,No,Male,58,Divorced,Master,Life Sciences,Travel_Rarely,High,1,High,88,2372,12,No,2,2,Low,3,Better,Excellent
940,Research & Development,Laboratory Technician,Yes,Male,32,Married,College,Life Sciences,Travel_Rarely,High,2,High,79,4883,18,No,10,1,Very High,3,Better,Excellent
941,Research & Development,Research Scientist,Yes,Male,39,Single,Bachelor,Medical,Travel_Rarely,High,1,Low,93,3904,13,No,6,0,High,2,Better,Excellent
942,Research & Development,Laboratory Technician,No,Female,30,Married,Bachelor,Technical Degree,Travel_Rarely,Medium,2,Very High,48,4627,12,No,10,6,Low,6,Better,Excellent
943,Research & Development,Healthcare Representative,No,Female,36,Married,Master,Technical Degree,Travel_Rarely,High,3,High,63,7094,12,No,10,1,Very High,0,Better,Excellent
944,Human Resources,Human Resources,No,Female,46,Single,College,Life Sciences,Travel_Rarely,High,1,Low,44,3423,12,No,10,5,Very High,3,Best,Excellent
945,Research & Development,Laboratory Technician,No,Female,28,Married,Bachelor,Life Sciences,Non-Travel,Low,2,Very High,55,6674,11,No,10,7,High,6,Better,Excellent
946,Research & Development,Research Director,No,Female,50,Married,Bachelor,Life Sciences,Travel_Rarely,High,4,Low,43,16880,11,Yes,25,1,Very High,2,Better,Excellent
947,Sales,Sales Executive,Yes,Male,40,Single,Master,Marketing,Travel_Rarely,Medium,3,Medium,57,9094,12,Yes,9,1,Very High,2,Better,Excellent
948,Sales,Sales Executive,Yes,Male,52,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,Medium,64,8446,19,Yes,10,7,Medium,2,Good,Excellent
949,Research & Development,Manager,No,Female,30,Married,Master,Medical,Travel_Rarely,High,3,Low,95,11916,23,Yes,9,0,Medium,2,Better,Outstanding
950,Research & Development,Manufacturing Director,No,Male,39,Single,College,Life Sciences,Travel_Rarely,High,2,High,32,4534,11,No,9,1,Low,6,Better,Excellent
951,Sales,Sales Executive,No,Female,31,Divorced,Master,Life Sciences,Non-Travel,High,3,High,57,9852,19,Yes,10,9,Very High,5,Good,Excellent
952,Sales,Sales Executive,No,Male,41,Single,College,Medical,Non-Travel,Low,2,Medium,40,6151,13,No,19,11,High,4,Better,Excellent
953,Sales,Sales Representative,Yes,Female,31,Single,Bachelor,Life Sciences,Travel_Frequently,High,1,Medium,54,2302,11,Yes,3,2,Very High,2,Best,Excellent
954,Research & Development,Laboratory Technician,Yes,Male,44,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Low,89,2362,12,No,10,1,Low,4,Best,Excellent
955,Research & Development,Manager,No,Male,42,Married,Below College,Life Sciences,Non-Travel,High,4,High,37,17861,13,Yes,21,2,High,3,Good,Excellent
956,Research & Development,Manager,No,Female,55,Married,College,Medical,Travel_Rarely,Low,5,High,58,19187,14,No,23,9,Very High,5,Better,Excellent
957,Human Resources,Manager,No,Male,56,Single,Master,Life Sciences,Travel_Rarely,High,5,Medium,99,19717,14,No,36,7,Very High,4,Better,Excellent
958,Research & Development,Research Scientist,No,Male,40,Divorced,College,Life Sciences,Non-Travel,High,1,High,74,3544,16,No,6,0,High,0,Better,Excellent
959,Research & Development,Healthcare Representative,No,Male,34,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,3,Very High,86,8500,11,No,10,1,Very High,0,Good,Excellent
960,Research & Development,Research Scientist,No,Male,40,Single,Bachelor,Life Sciences,Travel_Rarely,High,2,Very High,98,4661,13,No,9,8,High,4,Better,Excellent
961,Sales,Sales Executive,No,Female,41,Divorced,Bachelor,Marketing,Travel_Frequently,High,2,Low,66,4103,17,No,10,1,High,2,Better,Excellent
962,Research & Development,Research Scientist,No,Male,35,Single,Master,Life Sciences,Travel_Frequently,High,2,High,87,4249,11,Yes,9,1,High,3,Better,Excellent
963,Human Resources,Manager,No,Male,51,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,4,Medium,84,14026,11,Yes,33,0,High,2,Better,Excellent
964,Sales,Sales Executive,No,Female,38,Divorced,College,Life Sciences,Travel_Rarely,High,2,Low,31,6893,15,No,11,1,Medium,3,Better,Excellent
965,Sales,Sales Executive,No,Female,34,Single,College,Medical,Travel_Rarely,High,2,Low,66,6125,12,No,10,9,High,6,Best,Excellent
966,Research & Development,Laboratory Technician,No,Male,25,Married,Below College,Medical,Travel_Rarely,High,1,Very High,67,3669,11,No,7,1,Very High,6,Good,Excellent
967,Research & Development,Manufacturing Director,Yes,Female,58,Married,Master,Medical,Travel_Rarely,Medium,3,Low,53,10008,14,Yes,31,5,High,0,Good,Excellent
968,Research & Development,Laboratory Technician,No,Male,40,Married,Master,Life Sciences,Travel_Rarely,High,1,Medium,88,2387,22,No,7,0,Medium,3,Better,Outstanding
969,Sales,Sales Executive,No,Female,36,Married,Bachelor,Marketing,Travel_Frequently,Very High,2,Low,83,4639,16,No,17,6,Low,2,Good,Excellent
970,Research & Development,Manufacturing Director,No,Male,48,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,Very High,54,7898,11,No,11,0,Very High,2,Better,Excellent
971,Sales,Sales Representative,No,Female,27,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Very High,98,2534,14,No,5,0,High,4,Better,Excellent
972,Research & Development,Manufacturing Director,No,Female,51,Single,College,Technical Degree,Travel_Rarely,Medium,4,Medium,82,13142,16,No,29,0,Very High,1,Good,Excellent
973,Research & Development,Laboratory Technician,No,Female,18,Single,Bachelor,Life Sciences,Non-Travel,High,1,Very High,97,1611,15,No,0,0,Very High,5,Best,Excellent
974,Research & Development,Laboratory Technician,No,Female,35,Married,Bachelor,Medical,Travel_Rarely,Medium,2,Very High,60,5363,12,No,10,0,Very High,0,Better,Excellent
975,Sales,Sales Executive,No,Male,27,Single,Below College,Life Sciences,Travel_Frequently,Low,2,Very High,43,5071,20,No,8,0,Very High,3,Better,Outstanding
976,Sales,Sales Executive,Yes,Male,55,Single,Master,Marketing,Travel_Rarely,Very High,4,High,85,13695,17,Yes,24,3,Low,2,Good,Excellent
977,Research & Development,Manufacturing Director,No,Male,56,Married,Bachelor,Life Sciences,Travel_Rarely,High,4,Medium,68,13402,12,Yes,33,15,Very High,0,Better,Excellent
978,Research & Development,Research Scientist,No,Female,34,Divorced,Below College,Technical Degree,Non-Travel,Medium,1,High,92,2029,20,No,5,0,Low,2,Better,Outstanding
979,Research & Development,Healthcare Representative,No,Female,40,Divorced,Below College,Medical,Travel_Rarely,Very High,2,High,89,6377,20,No,15,11,Medium,0,Better,Outstanding
980,Research & Development,Laboratory Technician,No,Male,34,Married,Bachelor,Medical,Travel_Rarely,High,2,High,86,5429,13,No,10,7,Medium,1,Better,Excellent
981,Sales,Sales Representative,Yes,Female,31,Single,Bachelor,Life Sciences,Travel_Frequently,Medium,1,Very High,90,2785,14,No,3,0,High,3,Best,Excellent
982,Sales,Sales Executive,Yes,Female,35,Married,Master,Marketing,Travel_Frequently,High,2,High,67,4614,18,Yes,5,3,Very High,0,Good,Excellent
983,Research & Development,Research Scientist,No,Male,38,Divorced,Bachelor,Life Sciences,Travel_Frequently,Very High,1,High,57,2610,11,No,4,0,Very High,2,Better,Excellent
984,Research & Development,Healthcare Representative,No,Female,34,Single,Master,Technical Degree,Travel_Rarely,High,2,Very High,98,6687,11,No,14,4,High,2,Best,Excellent
985,Sales,Sales Executive,No,Male,28,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,2,Low,48,4724,11,No,5,0,High,0,Better,Excellent
986,Research & Development,Manufacturing Director,Yes,Male,31,Married,Master,Medical,Travel_Rarely,High,2,High,98,6179,15,Yes,10,6,Very High,3,Good,Excellent
987,Sales,Sales Executive,No,Male,39,Married,Master,Life Sciences,Travel_Rarely,Medium,2,Very High,44,6120,12,Yes,8,1,Low,2,Best,Excellent
988,Sales,Sales Executive,No,Male,51,Married,Bachelor,Marketing,Travel_Frequently,High,3,Medium,52,10596,11,No,14,3,Medium,5,Better,Excellent
989,Research & Development,Research Scientist,No,Female,41,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,2,Very High,75,5467,14,Yes,12,3,Very High,4,Good,Excellent
990,Research & Development,Research Scientist,No,Male,37,Married,Below College,Life Sciences,Travel_Rarely,High,1,High,54,2996,15,Yes,8,1,High,2,Better,Excellent
991,Sales,Sales Executive,No,Male,33,Married,Below College,Life Sciences,Travel_Frequently,High,2,Very High,61,9998,13,No,8,1,Medium,2,Best,Excellent
992,Sales,Sales Executive,No,Male,32,Married,Below College,Marketing,Travel_Rarely,High,2,Medium,36,4078,13,Yes,4,1,High,3,Good,Excellent
993,Research & Development,Healthcare Representative,No,Male,39,Married,College,Life Sciences,Non-Travel,High,3,High,71,10920,21,No,13,0,High,2,Better,Outstanding
994,Sales,Sales Executive,No,Male,25,Married,Below College,Life Sciences,Travel_Rarely,Very High,2,High,93,6232,11,No,6,1,Low,3,Good,Excellent
995,Research & Development,Manufacturing Director,No,Female,52,Married,College,Medical,Travel_Frequently,Very High,4,High,59,13247,11,Yes,24,0,Very High,3,Good,Excellent
996,Research & Development,Research Scientist,No,Female,43,Single,Bachelor,Medical,Travel_Rarely,Medium,2,High,73,4081,14,Yes,20,1,Low,3,Bad,Excellent
997,Sales,Sales Executive,No,Female,27,Married,Bachelor,Marketing,Travel_Rarely,Medium,2,Very High,98,5769,11,Yes,6,4,Very High,3,Better,Excellent
998,Research & Development,Research Scientist,Yes,Female,27,Single,Master,Life Sciences,Travel_Rarely,High,1,High,51,2394,13,Yes,8,7,Very High,2,Better,Excellent
999,Research & Development,Research Scientist,No,Male,26,Single,Below College,Medical,Travel_Rarely,Medium,1,Very High,36,3904,12,No,5,1,Low,2,Better,Excellent
1000,Human Resources,Manager,No,Female,42,Married,Bachelor,Human Resources,Travel_Rarely,High,4,Low,31,16799,14,No,21,0,High,5,Better,Excellent
1001,Research & Development,Laboratory Technician,No,Female,52,Married,Master,Other,Travel_Rarely,High,1,Low,54,2950,13,No,12,0,High,2,Bad,Excellent
1002,Research & Development,Laboratory Technician,No,Female,37,Single,Bachelor,Medical,Travel_Rarely,High,1,High,94,3629,18,No,8,0,Low,6,Better,Excellent
1003,Research & Development,Manufacturing Director,No,Male,35,Single,College,Life Sciences,Travel_Frequently,High,3,Very High,60,9362,11,No,10,2,High,2,Better,Excellent
1004,Research & Development,Laboratory Technician,No,Male,25,Married,Bachelor,Technical Degree,Travel_Rarely,High,1,Very High,81,3229,11,No,7,0,Low,2,Good,Excellent
1005,Research & Development,Laboratory Technician,No,Male,26,Single,Bachelor,Other,Travel_Rarely,Very High,1,Low,100,3578,12,No,8,0,High,2,Better,Excellent
1006,Human Resources,Human Resources,No,Male,29,Single,Bachelor,Other,Travel_Rarely,Medium,3,Low,51,7988,13,No,10,0,Medium,3,Good,Excellent
1007,Research & Development,Laboratory Technician,Yes,Male,49,Single,College,Life Sciences,Travel_Frequently,Medium,2,Low,97,4284,20,No,20,1,Low,2,Better,Outstanding
1008,Research & Development,Healthcare Representative,Yes,Female,29,Single,Below College,Other,Travel_Frequently,High,3,Very High,84,7553,12,Yes,9,7,High,1,Better,Excellent
1009,Research & Development,Research Director,No,Female,54,Single,Bachelor,Medical,Travel_Rarely,High,4,Very High,54,17328,19,No,29,12,Very High,3,Good,Excellent
1010,Research & Development,Research Director,No,Female,58,Married,Bachelor,Medical,Travel_Rarely,High,5,Low,76,19701,21,Yes,32,1,Very High,3,Better,Outstanding
1011,Research & Development,Research Director,No,Male,55,Divorced,Master,Medical,Travel_Rarely,Very High,4,Very High,81,14732,13,No,31,0,Medium,4,Best,Excellent
1012,Sales,Sales Executive,No,Female,36,Single,Master,Marketing,Travel_Rarely,High,2,Medium,99,9278,16,Yes,15,0,Low,3,Better,Excellent
1013,Sales,Sales Representative,Yes,Female,31,Single,Master,Life Sciences,Travel_Frequently,Low,1,High,50,1359,12,No,1,0,Medium,3,Better,Excellent
1014,Sales,Sales Executive,No,Female,30,Divorced,Master,Marketing,Travel_Rarely,High,2,Low,73,4779,14,No,8,0,Very High,3,Better,Excellent
1015,Research & Development,Research Director,No,Female,31,Single,Doctor,Life Sciences,Travel_Rarely,High,4,Medium,93,16422,11,No,9,1,Low,3,Best,Excellent
1016,Research & Development,Research Scientist,No,Male,34,Divorced,Master,Other,Travel_Frequently,High,1,Low,91,2996,14,No,10,1,Very High,2,Better,Excellent
1017,Research & Development,Research Scientist,Yes,Female,31,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Medium,34,1261,12,No,1,0,Low,3,Best,Excellent
1018,Research & Development,Laboratory Technician,No,Male,27,Married,Below College,Life Sciences,Travel_Rarely,High,1,Low,91,2099,14,No,6,1,Medium,3,Best,Excellent
1019,Research & Development,Laboratory Technician,No,Male,36,Single,Master,Life Sciences,Travel_Rarely,Medium,2,Very High,37,5810,16,No,10,1,Low,2,Good,Excellent
1020,Sales,Sales Executive,No,Female,36,Married,Master,Marketing,Travel_Rarely,Medium,2,Low,98,5647,13,No,11,0,High,3,Good,Excellent
1021,Research & Development,Research Scientist,No,Male,47,Married,Bachelor,Technical Degree,Travel_Rarely,High,1,Very High,74,3420,12,No,17,1,Low,2,Good,Excellent
1022,Sales,Sales Representative,Yes,Male,25,Married,College,Life Sciences,Travel_Rarely,Medium,1,Low,68,4400,12,No,6,2,Low,2,Better,Excellent
1023,Research & Development,Laboratory Technician,No,Male,37,Single,College,Technical Degree,Non-Travel,Very High,1,High,84,3500,14,No,7,1,High,2,Bad,Excellent
1024,Research & Development,Research Scientist,No,Female,56,Married,College,Life Sciences,Travel_Rarely,High,1,Low,90,2066,22,No,5,1,Low,3,Best,Outstanding
1025,Research & Development,Research Director,No,Female,47,Married,Master,Medical,Travel_Rarely,High,4,High,82,17169,19,No,26,5,Low,2,Best,Excellent
1026,Sales,Sales Executive,No,Female,24,Married,Below College,Medical,Travel_Rarely,High,2,High,42,4162,12,Yes,5,0,Very High,3,Better,Excellent
1027,Sales,Sales Executive,No,Male,32,Married,Doctor,Marketing,Travel_Rarely,High,2,Very High,97,9204,12,No,7,0,Very High,3,Good,Excellent
1028,Research & Development,Laboratory Technician,No,Female,34,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Medium,86,3294,17,No,7,0,Very High,2,Good,Excellent
1029,Research & Development,Research Scientist,No,Male,41,Married,Doctor,Medical,Travel_Rarely,Very High,1,High,90,2127,12,Yes,7,0,Medium,5,Good,Excellent
1030,Research & Development,Laboratory Technician,No,Male,40,Divorced,Master,Other,Non-Travel,High,2,High,81,3975,11,No,11,0,High,2,Best,Excellent
1031,Sales,Sales Executive,No,Male,31,Divorced,College,Life Sciences,Travel_Rarely,High,3,Very High,31,10793,18,No,13,9,Low,5,Better,Excellent
1032,Sales,Sales Executive,Yes,Male,46,Divorced,Bachelor,Marketing,Travel_Rarely,High,3,Very High,52,10096,11,No,28,4,Low,1,Best,Excellent
